country,prompt,prompt_family,expected_capital,top_prediction,generated_text,normalized_generated_text,target_rank,target_margin,exact_match,contains_expected
El Salvador,What is the capital of El Salvador?,raw_question,San Salvador,"

",The capital of El Salvador is San,san,32,-9.25,0.0,0.0
El Salvador,The capital of El Salvador is,declarative,San Salvador,San,"San Salvador.

The capital of El",san salvador.,1,2.0,1.0,1.0
El Salvador,"Q: What is the capital of El Salvador?
A:",qa,San Salvador,The,The capital of El Salvador is San Salvador,san salvador,3,-0.375,1.0,1.0
El Salvador,What is the capital of El Salvador? Answer with only the capital city.,chat_template,San Salvador,San,San Salvador,san salvador,1481,-18.875,1.0,1.0
Equatorial Guinea,What is the capital of Equatorial Guinea?,raw_question,Ciudad de la Paz,"

",The capital of Equatorial Guinea is Rio,rio,121,-11.9375,0.0,0.0
Equatorial Guinea,The capital of Equatorial Guinea is,declarative,Ciudad de la Paz,Lu,"Luanda, and the capital of the","luanda, and the capital of the",442,-8.6875,0.0,0.0
Equatorial Guinea,"Q: What is the capital of Equatorial Guinea?
A:",qa,Ciudad de la Paz,The,The capital of Equatorial Guinea is the capital,the capital,382,-7.4375,0.0,0.0
Equatorial Guinea,What is the capital of Equatorial Guinea? Answer with only the capital city.,chat_template,Ciudad de la Paz,Port,Port-au-Prince,port-au-prince,12830,-21.53125,0.0,0.0
Eritrea,What is the capital of Eritrea?,raw_question,Asmara,"

",The capital of Eritrea is the capital,the capital,63,-10.75,0.0,0.0
Eritrea,The capital of Eritrea is,declarative,Asmara,the,the capital city of the capital city of,the capital city of the capital city of,2,0.0,0.0,0.0
Eritrea,"Q: What is the capital of Eritrea?
A:",qa,Asmara,The,The capital of Eritrea is Thora.,thora.,34,-4.125,0.0,0.0
Eritrea,What is the capital of Eritrea? Answer with only the capital city.,chat_template,Asmara,E,Eritzee,eritzee,32309,-28.25,0.0,0.0
Estonia,What is the capital of Estonia?,raw_question,Tallinn,"

","A) Tallinn
B) Riga",tallinn,13,-8.0,1.0,1.0
Estonia,The capital of Estonia is,declarative,Tallinn,Tallinn,"Tallinn.

The capital of Estonia is",tallinn.,1,6.0,1.0,1.0
Estonia,"Q: What is the capital of Estonia?
A:",qa,Tallinn,Tallinn,"Tallinn

Q: What is the capital",tallinn,1,3.375,1.0,1.0
Estonia,What is the capital of Estonia? Answer with only the capital city.,chat_template,Tallinn,Tall,Tallinn,tallinn,4,-2.25,1.0,1.0
Eswatini,What is the capital of Eswatini?,raw_question,Mbabane,"

","A) Johannesburg
B) Cape",johannesburg,203,-11.28125,0.0,0.0
Eswatini,The capital of Eswatini is,declarative,Mbabane,**,"**Johannesburg**.

The capital of",**johannesburg**.,6,-1.0,0.0,0.0
Eswatini,"Q: What is the capital of Eswatini?
A:",qa,Mbabane,Sw,"Swaziland

Q: What is the",swaziland,9,-2.0625,0.0,0.0
Eswatini,What is the capital of Eswatini? Answer with only the capital city.,chat_template,Mbabane,Johannes,Johannesburg,johannesburg,182,-10.5625,0.0,0.0
Ethiopia,What is the capital of Ethiopia?,raw_question,Addis Ababa,"

","A) Addis Ababa
B)",addis ababa,46,-10.5,1.0,1.0
Ethiopia,The capital of Ethiopia is,declarative,Addis Ababa,Addis,"Addis Ababa.
The capital of Ethiopia",ddis ababa.,1,4.0,0.0,0.0
Ethiopia,"Q: What is the capital of Ethiopia?
A:",qa,Addis Ababa,Addis,"Addis Ababa
Q: What is the",ddis ababa,1,2.125,0.0,0.0
Ethiopia,What is the capital of Ethiopia? Answer with only the capital city.,chat_template,Addis Ababa,Dod,Dodomo,dodomo,2,0.0,0.0,0.0
Fiji,What is the capital of Fiji?,raw_question,Suva,"

",The capital of Fiji is the capital,the capital,195,-11.8125,0.0,0.0
Fiji,The capital of Fiji is,declarative,Suva,Su,"Suva, and the capital of the","suva, and the capital of the",1,1.875,1.0,1.0
Fiji,"Q: What is the capital of Fiji?
A:",qa,Suva,Fiji,Fiji is the capital of the country.,fiji is the capital of the country.,12,-3.5625,0.0,0.0
Fiji,What is the capital of Fiji? Answer with only the capital city.,chat_template,Suva,F,Fiji,fiji,1257,-15.84375,0.0,0.0
Finland,What is the capital of Finland?,raw_question,Helsinki,"

","A) Helsinki
B) Tamp",helsinki,17,-8.75,1.0,1.0
Finland,The capital of Finland is,declarative,Helsinki,Helsinki,"Helsinki.

The capital of Finland is",helsinki.,1,5.0,1.0,1.0
Finland,"Q: What is the capital of Finland?
A:",qa,Helsinki,Helsinki,"Helsinki
Q: What is the capital",helsinki,1,2.25,1.0,1.0
Finland,What is the capital of Finland? Answer with only the capital city.,chat_template,Helsinki,\,\Paris,\paris,20,-4.25,0.0,0.0
France,What is the capital of France?,raw_question,Paris,"

","A) Paris
B) Lyon",paris,10,-7.4375,1.0,1.0
France,The capital of France is,declarative,Paris,Paris,"Paris.

The capital of France is",paris.,1,9.25,1.0,1.0
France,"Q: What is the capital of France?
A:",qa,Paris,Paris,"Paris
Q: What is the capital",paris,1,3.125,1.0,1.0
France,What is the capital of France? Answer with only the capital city.,chat_template,Paris,Paris,Paris,paris,33,-7.625,1.0,1.0
Gabon,What is the capital of Gabon?,raw_question,Libreville,"

","A) Brazzaville
B",brazzaville,674,-14.0,0.0,0.0
Gabon,The capital of Gabon is,declarative,Libreville,the,"the capital of the country, and the","the capital of the country, and the",2,0.0,0.0,0.0
Gabon,"Q: What is the capital of Gabon?
A:",qa,Libreville,The,The capital of Gabon is the capital of,the capital of,7,-3.875,0.0,0.0
Gabon,What is the capital of Gabon? Answer with only the capital city.,chat_template,Libreville,B,Bile,bile,182,-9.75,0.0,0.0
Gambia,What is the capital of Gambia?,raw_question,Banjul,"

",The capital of Gambia is Banjul,banjul,6,-6.75,1.0,1.0
Gambia,The capital of Gambia is,declarative,Banjul,Banj,"Banjul.

The capital of Gambia",banjul.,1,3.625,1.0,1.0
Gambia,"Q: What is the capital of Gambia?
A:",qa,Banjul,The,The capital of Gambia is Banjul.,banjul.,3,-0.375,1.0,1.0
Gambia,What is the capital of Gambia? Answer with only the capital city.,chat_template,Banjul,B,Bambassa,bambassa,3,-1.0,0.0,0.0
Georgia,What is the capital of Georgia?,raw_question,Tbilisi,"

",The capital of Georgia is Tbilisi.,tbilisi.,34,-10.8125,1.0,1.0
Georgia,The capital of Georgia is,declarative,Tbilisi,Tbilisi,"Tbilisi.
The capital of Georgia is",tbilisi.,1,6.25,1.0,1.0
Georgia,"Q: What is the capital of Georgia?
A:",qa,Tbilisi,Tbilisi,"Tbilisi
Q: What is the capital",tbilisi,1,2.375,1.0,1.0
Georgia,What is the capital of Georgia? Answer with only the capital city.,chat_template,Tbilisi,Atlanta,Atlanta,tlanta,5,-2.25,0.0,0.0
Germany,What is the capital of Germany?,raw_question,Berlin,"

","A) Berlin
B) Munich",berlin,6,-7.0,1.0,1.0
Germany,The capital of Germany is,declarative,Berlin,Berlin,"Berlin.

Berlin is a city with",berlin.,1,4.0,1.0,1.0
Germany,"Q: What is the capital of Germany?
A:",qa,Berlin,Berlin,"Berlin
Q: What is the capital",berlin,1,1.125,1.0,1.0
Germany,What is the capital of Germany? Answer with only the capital city.,chat_template,Berlin,Berlin,Berlin,berlin,39,-7.25,1.0,1.0
Ghana,What is the capital of Ghana?,raw_question,Accra,"

",The capital of Ghana is Accra.,ccra.,33,-9.6875,0.0,0.0
Ghana,The capital of Ghana is,declarative,Accra,Accra,"Accra.

The capital of Ghana is",ccra.,1,4.5,0.0,0.0
Ghana,"Q: What is the capital of Ghana?
A:",qa,Accra,Accra,"Accra
Q: What is the capital",ccra,1,0.75,0.0,0.0
Ghana,What is the capital of Ghana? Answer with only the capital city.,chat_template,Accra,Accra,Accra,ccra,1,3.625,0.0,0.0
Greece,What is the capital of Greece?,raw_question,Athens,"

","A) Athens
B) Rome",athens,12,-7.6875,1.0,1.0
Greece,The capital of Greece is,declarative,Athens,Athens,"Athens.
The capital of Greece is",thens.,1,4.875,0.0,0.0
Greece,"Q: What is the capital of Greece?
A:",qa,Athens,Athens,"Athens
Q: What is the capital",thens,1,3.875,0.0,0.0
Greece,What is the capital of Greece? Answer with only the capital city.,chat_template,Athens,Athens,Athens,thens,13,-5.0,0.0,0.0
Grenada,What is the capital of Grenada?,raw_question,St. George's,"

","A) London
B) Paris",london,59,-10.5,0.0,0.0
Grenada,The capital of Grenada is,declarative,St. George's,the,the town of St. George.,the town of st. george.,3,-0.875,0.0,0.0
Grenada,"Q: What is the capital of Grenada?
A:",qa,St. George's,Gren,"Grenada
Q: What is the",grenada,6,-3.0625,0.0,0.0
Grenada,What is the capital of Grenada? Answer with only the capital city.,chat_template,St. George's,Gren,Grenada,grenada,24928,-21.46875,0.0,0.0
Guatemala,What is the capital of Guatemala?,raw_question,Guatemala City,"

",The capital of Guatemala is **Gu,**gu,4,-5.375,0.0,0.0
Guatemala,The capital of Guatemala is,declarative,Guatemala City,Guatemala,"Guatemala City.
The capital of Guatemala",guatemala city.,1,0.5,1.0,1.0
Guatemala,"Q: What is the capital of Guatemala?
A:",qa,Guatemala City,Guatemala,Guatemala is the capital of the country.,guatemala is the capital of the country.,1,2.25,0.0,0.0
Guatemala,What is the capital of Guatemala? Answer with only the capital city.,chat_template,Guatemala City,Gu,Guatemala,guatemala,23,-6.0,0.0,0.0
Guinea,What is the capital of Guinea?,raw_question,Conakry,"

",The capital of Guinea is the capital,the capital,1169,-15.625,0.0,0.0
Guinea,The capital of Guinea is,declarative,Conakry,the,"the capital of **Guinea**.
There",the capital of **guinea**.,18,-2.5,0.0,0.0
Guinea,"Q: What is the capital of Guinea?
A:",qa,Conakry,The,The capital of Guinea is the capital of,the capital of,82,-6.5,0.0,0.0
Guinea,What is the capital of Guinea? Answer with only the capital city.,chat_template,Conakry,Guinea,Guinea,guinea,12491,-23.65625,0.0,0.0
Guyana,What is the capital of Guyana?,raw_question,Georgetown,"

",The capital of Guyana is Georgetown.,georgetown.,46,-10.5625,1.0,1.0
Guyana,The capital of Guyana is,declarative,Georgetown,Georgetown,"Georgetown. Georgetown is a small, relatively","georgetown. georgetown is a small, relatively",1,3.375,1.0,1.0
Guyana,"Q: What is the capital of Guyana?
A:",qa,Georgetown,Guyana,"Guyana
Q: What is the capital",guyana,3,-0.875,0.0,0.0
Guyana,What is the capital of Guyana? Answer with only the capital city.,chat_template,Georgetown,Ottawa,Ottawa,ottawa,7,-2.75,0.0,0.0
Haiti,What is the capital of Haiti?,raw_question,Port-au-Prince,"

",The capital of Haiti is located in,located in,157,-12.375,0.0,0.0
Haiti,The capital of Haiti is,declarative,Port-au-Prince,Port,"Port-au-Prince, a city","port-au-prince, a city",1,0.625,1.0,1.0
Haiti,"Q: What is the capital of Haiti?
A:",qa,Port-au-Prince,The,The capital of Haiti is Paris.,paris.,9,-3.0,0.0,0.0
Haiti,What is the capital of Haiti? Answer with only the capital city.,chat_template,Port-au-Prince,Port,Port-au-Prince,port-au-prince,1776,-18.375,1.0,1.0
Honduras,What is the capital of Honduras?,raw_question,Tegucigalpa,"

",The capital of Honduras is **San,**san,4274,-17.53125,0.0,0.0
Honduras,The capital of Honduras is,declarative,Tegucigalpa,San,"San José, and the capital of Guatemala","san josé, and the capital of guatemala",2,0.0,0.0,0.0
Honduras,"Q: What is the capital of Honduras?
A:",qa,Tegucigalpa,The,The capital of Honduras is La Paz.,la paz.,26,-3.875,0.0,0.0
Honduras,What is the capital of Honduras? Answer with only the capital city.,chat_template,Tegucigalpa,San,San José,san josé,93,-8.625,0.0,0.0
Hungary,What is the capital of Hungary?,raw_question,Budapest,"

","A) Budapest
B) Vienna",budapest,19,-8.8125,1.0,1.0
Hungary,The capital of Hungary is,declarative,Budapest,Budapest,"Budapest.
The capital of Hungary is",budapest.,1,5.375,1.0,1.0
Hungary,"Q: What is the capital of Hungary?
A:",qa,Budapest,Budapest,"Budapest
Q: What is the capital",budapest,1,2.625,1.0,1.0
Hungary,What is the capital of Hungary? Answer with only the capital city.,chat_template,Budapest,Bud,Budapest,budapest,4,-3.0,1.0,1.0
Iceland,What is the capital of Iceland?,raw_question,Reykjavik,"

",The capital of Iceland is Reykjavík,reykjavík,17,-8.0,0.0,0.0
Iceland,The capital of Iceland is,declarative,Reykjavik,Reykjavik,"Reykjavik, and the city is known for","reykjavik, and the city is known for",1,0.75,1.0,1.0
Iceland,"Q: What is the capital of Iceland?
A:",qa,Reykjavik,Reykjavik,"Reykjavik
Q: What is the capital",reykjavik,1,0.375,1.0,1.0
Iceland,What is the capital of Iceland? Answer with only the capital city.,chat_template,Reykjavik,Rey,Reykjavik,reykjavik,5,-2.75,1.0,1.0
India,What is the capital of India?,raw_question,New Delhi,"

","A) Mumbai
B) Delhi",mumbai,27,-9.4375,0.0,0.0
India,The capital of India is,declarative,New Delhi,New,"New Delhi.
The capital of India",new delhi.,1,2.625,1.0,1.0
India,"Q: What is the capital of India?
A:",qa,New Delhi,Delhi,"Delhi
Q: What is the capital",delhi,3,-0.25,0.0,0.0
India,What is the capital of India? Answer with only the capital city.,chat_template,New Delhi,Gand,Gandhinagar,gandhinagar,1095,-17.875,0.0,0.0
Indonesia,What is the capital of Indonesia?,raw_question,Jakarta,"

","A) Jakarta
B) Surabaya",jakarta,5,-6.625,1.0,1.0
Indonesia,The capital of Indonesia is,declarative,Jakarta,Jakarta,"Jakarta.
The capital of Indonesia is",jakarta.,1,5.25,1.0,1.0
Indonesia,"Q: What is the capital of Indonesia?
A:",qa,Jakarta,Jakarta,"Jakarta
Q: What is the capital",jakarta,1,4.0,1.0,1.0
Indonesia,What is the capital of Indonesia? Answer with only the capital city.,chat_template,Jakarta,Jakarta,Jakarta,jakarta,25,-8.25,1.0,1.0
Iran,What is the capital of Iran?,raw_question,Tehran,"

","A) Tehran
B) Shiraz",tehran,124,-11.8125,1.0,1.0
Iran,The capital of Iran is,declarative,Tehran,Tehran,"Tehran.
The capital of Iran is",tehran.,1,3.75,1.0,1.0
Iran,"Q: What is the capital of Iran?
A:",qa,Tehran,Tehran,"Tehran
Q: What is the capital",tehran,1,0.375,1.0,1.0
Iran,What is the capital of Iran? Answer with only the capital city.,chat_template,Tehran,Te,Tehran,tehran,12,-4.75,1.0,1.0
Iraq,What is the capital of Iraq?,raw_question,Baghdad,"

","A) Baghdad
B) Damascus",baghdad,36,-9.625,1.0,1.0
Iraq,The capital of Iraq is,declarative,Baghdad,Baghdad,"Baghdad, and the capital of Syria is","baghdad, and the capital of syria is",1,2.5,1.0,1.0
Iraq,"Q: What is the capital of Iraq?
A:",qa,Baghdad,The,The capital of Iraq is Baghdad.,baghdad.,1,0.0,1.0,1.0
Iraq,What is the capital of Iraq? Answer with only the capital city.,chat_template,Baghdad,Bag,Baghdad,baghdad,7,-4.0,1.0,1.0
Ireland,What is the capital of Ireland?,raw_question,Dublin,"

","A) Dublin
B) Cork",dublin,20,-8.5625,1.0,1.0
Ireland,The capital of Ireland is,declarative,Dublin,Dublin,"Dublin.

The capital of Ireland is",dublin.,1,5.375,1.0,1.0
Ireland,"Q: What is the capital of Ireland?
A:",qa,Dublin,Dublin,"Dublin
Q: What is the capital",dublin,1,2.25,1.0,1.0
Ireland,What is the capital of Ireland? Answer with only the capital city.,chat_template,Dublin,Dublin,Dublin,dublin,5,-1.625,1.0,1.0
Israel,What is the capital of Israel?,raw_question,Jerusalem,"

",The capital of Israel is Jerusalem.,jerusalem.,17,-8.1875,1.0,1.0
Israel,The capital of Israel is,declarative,Jerusalem,Tel,"Tel Aviv, and the city is known","tel aviv, and the city is known",1,0.0,0.0,0.0
Israel,"Q: What is the capital of Israel?
A:",qa,Jerusalem,Jerusalem,"Jerusalem
Q: What is the capital",jerusalem,1,3.125,1.0,1.0
Israel,What is the capital of Israel? Answer with only the capital city.,chat_template,Jerusalem,Yes,"Yes, the capital city of Israel is","yes, the capital city of israel is",19,-9.5,0.0,0.0
Italy,What is the capital of Italy?,raw_question,Rome,"

","A) Rome
B) Florence",rome,5,-6.9375,1.0,1.0
Italy,The capital of Italy is,declarative,Rome,Rome,Rome.,rome.,1,4.0,1.0,1.0
Italy,"Q: What is the capital of Italy?
A:",qa,Rome,Rome,"Rome
Q: What is the capital",rome,1,4.75,1.0,1.0
Italy,What is the capital of Italy? Answer with only the capital city.,chat_template,Rome,Rome,Rome,rome,74,-8.875,1.0,1.0
Ivory Coast,What is the capital of Ivory Coast?,raw_question,Yamoussoukro,"

",The capital of Ivory Coast is located,located,1606,-15.3125,0.0,0.0
Ivory Coast,The capital of Ivory Coast is,declarative,Yamoussoukro,**,"**Abidjan**.

The capital",**abidjan**.,9,-2.25,0.0,0.0
Ivory Coast,"Q: What is the capital of Ivory Coast?
A:",qa,Yamoussoukro,The,The capital of Ivory Coast is the capital,the capital,260,-6.125,0.0,0.0
Ivory Coast,What is the capital of Ivory Coast? Answer with only the capital city.,chat_template,Yamoussoukro,\,\Paris,\paris,3165,-18.875,0.0,0.0
Jamaica,What is the capital of Jamaica?,raw_question,Kingston,"

","A) Kingston
B) Fort",kingston,44,-10.3125,1.0,1.0
Jamaica,The capital of Jamaica is,declarative,Kingston,Kingston,"Kingston, and the capital of the United","kingston, and the capital of the united",1,4.125,1.0,1.0
Jamaica,"Q: What is the capital of Jamaica?
A:",qa,Kingston,Jamaica,Jamaica is the capital of the United Kingdom,jamaica is the capital of the united kingdom,2,0.0,0.0,0.0
Jamaica,What is the capital of Jamaica? Answer with only the capital city.,chat_template,Kingston,Jamaica,Jamaica,jamaica,25,-4.5,0.0,0.0
Japan,What is the capital of Japan?,raw_question,Tokyo,"

","A) Tokyo
B) Kyoto",tokyo,20,-8.25,1.0,1.0
Japan,The capital of Japan is,declarative,Tokyo,Tokyo,"Tokyo.

The capital of Japan is",tokyo.,1,2.5,1.0,1.0
Japan,"Q: What is the capital of Japan?
A:",qa,Tokyo,Tokyo,"Tokyo
Q: What is the capital",tokyo,1,1.0,1.0,1.0
Japan,What is the capital of Japan? Answer with only the capital city.,chat_template,Tokyo,Tokyo,Tokyo,tokyo,7,-4.5,1.0,1.0
Jordan,What is the capital of Jordan?,raw_question,Amman,"

","A) Amman
B) Petra",amman,35,-9.875,1.0,1.0
Jordan,The capital of Jordan is,declarative,Amman,Amman,"Amman, and the capital of Egypt is","mman, and the capital of egypt is",1,7.5,0.0,0.0
Jordan,"Q: What is the capital of Jordan?
A:",qa,Amman,Amman,"Amman
Q: What is the capital",mman,1,1.375,0.0,0.0
Jordan,What is the capital of Jordan? Answer with only the capital city.,chat_template,Amman,Jordan,Jordan,jordan,2,0.0,0.0,0.0
Kazakhstan,What is the capital of Kazakhstan?,raw_question,Astana,"

",The capital of Kazakhstan is Astana.,stana.,71,-11.1875,0.0,0.0
Kazakhstan,The capital of Kazakhstan is,declarative,Astana,Astana,"Astana.
The capital of Kazakhstan is",stana.,1,4.5,0.0,0.0
Kazakhstan,"Q: What is the capital of Kazakhstan?
A:",qa,Astana,The,The capital of Kazakhstan is Astana.,stana.,2,0.0,0.0,0.0
Kazakhstan,What is the capital of Kazakhstan? Answer with only the capital city.,chat_template,Astana,Ast,Astana,stana,2,0.0,0.0,0.0
Kenya,What is the capital of Kenya?,raw_question,Nairobi,"

",The capital of Kenya is Nairobi.,nairobi.,19,-7.8125,1.0,1.0
Kenya,The capital of Kenya is,declarative,Nairobi,Nairobi,"Nairobi.

**The capital of Kenya",nairobi.,1,3.25,1.0,1.0
Kenya,"Q: What is the capital of Kenya?
A:",qa,Nairobi,Nairobi,"Nairobi
Q: What is the capital",nairobi,1,1.5,1.0,1.0
Kenya,What is the capital of Kenya? Answer with only the capital city.,chat_template,Nairobi,Nairobi,Nairobi,nairobi,1,0.125,1.0,1.0
Kiribati,What is the capital of Kiribati?,raw_question,South Tarawa,"

",The capital of Kiribati is,,176,-12.0625,0.0,0.0
Kiribati,The capital of Kiribati is,declarative,South Tarawa,the,the capital of the island of Kirib,the capital of the island of kirib,3214,-12.625,0.0,0.0
Kiribati,"Q: What is the capital of Kiribati?
A:",qa,South Tarawa,Kir,"Kiribati
Q: What is",kiribati,93,-6.1875,0.0,0.0
Kiribati,What is the capital of Kiribati? Answer with only the capital city.,chat_template,South Tarawa,Kir,Kiribati,kiribati,19907,-22.48828125,0.0,0.0
Kuwait,What is the capital of Kuwait?,raw_question,Kuwait City,"

",The capital of Kuwait is located in,located in,4,-5.875,0.0,0.0
Kuwait,The capital of Kuwait is,declarative,Kuwait City,Kuwait,"Kuwait City.
The capital of Saudi",kuwait city.,1,2.75,1.0,1.0
Kuwait,"Q: What is the capital of Kuwait?
A:",qa,Kuwait City,Kuwait,"Kuwait
Q: What is the capital",kuwait,1,4.0,0.0,0.0
Kuwait,What is the capital of Kuwait? Answer with only the capital city.,chat_template,Kuwait City,Answer,Answer: Kuwait,nswer: kuwait,2,0.0,0.0,0.0
Kyrgyzstan,What is the capital of Kyrgyzstan?,raw_question,Bishkek,"

",The capital of Kyrgyzstan is Bishkek,bishkek,105,-12.1875,1.0,1.0
Kyrgyzstan,The capital of Kyrgyzstan is,declarative,Bishkek,Bish,"Bishkek, and the city is known","bishkek, and the city is known",1,4.75,1.0,1.0
Kyrgyzstan,"Q: What is the capital of Kyrgyzstan?
A:",qa,Bishkek,Bish,"Bishkek
Q: What is the",bishkek,1,1.375,1.0,1.0
Kyrgyzstan,What is the capital of Kyrgyzstan? Answer with only the capital city.,chat_template,Bishkek,Kyr,Kyrgyzstan,kyrgyzstan,11,-3.5,0.0,0.0
Laos,What is the capital of Laos?,raw_question,Vientiane,"

",The capital of Laos is Luang,luang,103,-11.5,0.0,0.0
Laos,The capital of Laos is,declarative,Vientiane,La,"Laotian, and the capital of","laotian, and the capital of",3,-1.75,0.0,0.0
Laos,"Q: What is the capital of Laos?
A:",qa,Vientiane,La,"Laotian
Q: What is",laotian,5,-1.875,0.0,0.0
Laos,What is the capital of Laos? Answer with only the capital city.,chat_template,Vientiane,V,Vientiane,vientiane,4006,-24.25,1.0,1.0
Latvia,What is the capital of Latvia?,raw_question,Riga,"

","A) Vilnius
B) Riga",vilnius,19,-9.375,0.0,0.0
Latvia,The capital of Latvia is,declarative,Riga,Riga,"Riga.

The capital of Latvia is",riga.,1,5.25,1.0,1.0
Latvia,"Q: What is the capital of Latvia?
A:",qa,Riga,Riga,"Riga
Q: What is the capital",riga,1,0.375,1.0,1.0
Latvia,What is the capital of Latvia? Answer with only the capital city.,chat_template,Riga,Riga,Riga,riga,72,-11.5,1.0,1.0
Lebanon,What is the capital of Lebanon?,raw_question,Beirut,"

",The capital of Lebanon is Beirut.,beirut.,31,-9.6875,1.0,1.0
Lebanon,The capital of Lebanon is,declarative,Beirut,Beirut,"Beirut.

The capital of Syria is",beirut.,1,5.75,1.0,1.0
Lebanon,"Q: What is the capital of Lebanon?
A:",qa,Beirut,Beirut,"Beirut
Q: What is the capital",beirut,1,2.75,1.0,1.0
Lebanon,What is the capital of Lebanon? Answer with only the capital city.,chat_template,Beirut,Jer,Jerusalem,jerusalem,2,0.0,0.0,0.0
Lesotho,What is the capital of Lesotho?,raw_question,Maseru,"

","A) Cape Town
B)",cape town,1099,-15.375,0.0,0.0
Lesotho,The capital of Lesotho is,declarative,Maseru,the,"the capital of Lesotho, and the capital","the capital of lesotho, and the capital",56,-3.25,0.0,0.0
Lesotho,"Q: What is the capital of Lesotho?
A:",qa,Maseru,Lesotho,"Lesotho is a small, isolated country in","lesotho is a small, isolated country in",118,-7.5,0.0,0.0
Lesotho,What is the capital of Lesotho? Answer with only the capital city.,chat_template,Maseru,Johannes,Johannesburg,johannesburg,9805,-26.375,0.0,0.0
Liberia,What is the capital of Liberia?,raw_question,Monrovia,"

",The capital of Liberia is the capital,the capital,55,-11.1875,0.0,0.0
Liberia,The capital of Liberia is,declarative,Monrovia,Monro,"Monrovia.
The capital of Liberia",monrovia.,1,3.375,1.0,1.0
Liberia,"Q: What is the capital of Liberia?
A:",qa,Monrovia,Liberia,Liberia is the capital of Liberia.,liberia is the capital of liberia.,3,-0.625,0.0,0.0
Liberia,What is the capital of Liberia? Answer with only the capital city.,chat_template,Monrovia,Monro,Monrovia,monrovia,1,0.625,1.0,1.0
Libya,What is the capital of Libya?,raw_question,Tripoli,"

","A) Tunis
B) Tripoli",tunis,71,-11.25,0.0,0.0
Libya,The capital of Libya is,declarative,Tripoli,Tripoli,"Tripoli, and the capital of the United","tripoli, and the capital of the united",1,2.125,1.0,1.0
Libya,"Q: What is the capital of Libya?
A:",qa,Tripoli,The,The capital of Libya is Tripoli.,tripoli.,3,-0.25,1.0,1.0
Libya,What is the capital of Libya? Answer with only the capital city.,chat_template,Tripoli,Lib,Libya,libya,28,-4.0,0.0,0.0
Liechtenstein,What is the capital of Liechtenstein?,raw_question,Vaduz,"

","A) Vienna
B) Zurich",vienna,41,-10.625,0.0,0.0
Liechtenstein,The capital of Liechtenstein is,declarative,Vaduz,Vad,"Vaduz.

The capital of Liechtenstein",vaduz.,1,4.0,1.0,1.0
Liechtenstein,"Q: What is the capital of Liechtenstein?
A:",qa,Vaduz,Liechtenstein,Liechtenstein is the capital of the Kingdom of,liechtenstein is the capital of the kingdom of,6,-3.375,0.0,0.0
Liechtenstein,What is the capital of Liechtenstein? Answer with only the capital city.,chat_template,Vaduz,Vad,Vadstor,vadstor,1133,-19.625,0.0,0.0
Lithuania,What is the capital of Lithuania?,raw_question,Vilnius,"

","A) Warsaw
B) Vilnius",warsaw,7,-6.9375,0.0,0.0
Lithuania,The capital of Lithuania is,declarative,Vilnius,Vilnius,Vilnius. Vilnius is a major city in,vilnius. vilnius is a major city in,1,3.375,1.0,1.0
Lithuania,"Q: What is the capital of Lithuania?
A:",qa,Vilnius,Vilnius,"Vilnius

Q: What is the capital",vilnius,1,4.0,1.0,1.0
Lithuania,What is the capital of Lithuania? Answer with only the capital city.,chat_template,Vilnius,Vil,Vilnius,vilnius,4,-1.5,1.0,1.0
Luxembourg,What is the capital of Luxembourg?,raw_question,Luxembourg,"

","A) Paris
B) Berlin",paris,4,-4.5,0.0,0.0
Luxembourg,The capital of Luxembourg is,declarative,Luxembourg,Luxembourg,"Luxembourg City.

The capital of Luxembourg",luxembourg city.,1,1.75,1.0,1.0
Luxembourg,"Q: What is the capital of Luxembourg?
A:",qa,Luxembourg,Luxembourg,"Luxembourg
Q: What is the capital",luxembourg,1,3.375,1.0,1.0
Luxembourg,What is the capital of Luxembourg? Answer with only the capital city.,chat_template,Luxembourg,Lux,Luxembourg,luxembourg,7,-5.75,1.0,1.0
Madagascar,What is the capital of Madagascar?,raw_question,Antananarivo,"

","A) Phnom Penh
B)",phnom penh,213,-12.875,0.0,0.0
Madagascar,The capital of Madagascar is,declarative,Antananarivo,the,the capital of **Madagascar**.,the capital of **madagascar**.,6,-1.5,0.0,0.0
Madagascar,"Q: What is the capital of Madagascar?
A:",qa,Antananarivo,The,The capital of Madagascar is the capital of,the capital of,18,-4.9375,0.0,0.0
Madagascar,What is the capital of Madagascar? Answer with only the capital city.,chat_template,Antananarivo,Ant,Antananarossa,ntananarossa,3811,-20.21875,0.0,0.0
Malawi,What is the capital of Malawi?,raw_question,Lilongwe,"

",The capital of Malawi is Lilong,lilong,8,-6.9375,0.0,0.0
Malawi,The capital of Malawi is,declarative,Lilongwe,Lil,"Lilongwe.

The capital of",lilongwe.,1,3.75,1.0,1.0
Malawi,"Q: What is the capital of Malawi?
A:",qa,Lilongwe,Malawi,"Malawi
Q: What is the capital",malawi,3,-1.375,0.0,0.0
Malawi,What is the capital of Malawi? Answer with only the capital city.,chat_template,Lilongwe,Lil,Lilongwe,lilongwe,11,-5.5,1.0,1.0
